Category,label,Description
Electronics,2,HP 680 Original Ink Advantage Cartridge (Black) Colour:Black   Make the most of every memory when you use Original HP Ink cartridges for your photos as every print is developed with quality in mind. Relive great experiences from fade-resistent prints that last a lifetime when using Original HP Ink. Capture more moments with greater page yield and cost efficiencies when you print with Original HP Ink XL cartridges. Keep cartridges out of landfill by using HP's free recycling service with Cartridges 4 Planet Ark collection bins in most Retail stores.
Household,3,"Vardhman Flower Making Green Cloth Tape (35m) - Pack of 6 Floral making Green cloth Tape Is Used To Cover Sticks In Flower Making . It Is Adhesive Free . You Have To Just Stretch Around Wire & It Will Get Sticked , Very Good Quality, 35 Mt Each , Set Of 6"
Electronics,2,"Edifier XM6P Multimedia Speaker System Edifier XM6PF comes with features USB SD FM Remote , Massive 6.5 inch sub woofer product punch like anything , XM6PF comes with Noise reduction technologies."
Clothing & Accessories,1,XPRA Black Genuine Leather Formal Belt for Men/Boys- (BLT-5) XPRA BLT-5 is men's and boys black P U leather belt. Comes in attractive box with 6 month warranty against manufacturing defects only.
Clothing & Accessories,1,Jockey Boys' Plain Regular Fit Cotton Long Sleeve Top
Clothing & Accessories,1,dongli STYLISH BOYS 5PCS COMBO TSHIRT
Household,3,Santosha Decor Sheesham Wood Pre-Assemble Comfortable Folding Chair (Brown)
Household,3,"Sattva XXXL Bean Bag (Red) Color:Red                                                                                 |                            Size:XXXL   The classic style is the evergreen bean bag style with an indulging comfort. With a soft leatherette fabric and premium stitching, it's a classic must have for any home or office space. This is only the bean bag cover. 2.0 kg excel refill pack beans must be filled into this before use for sitting purpose."
Household,3,"Candes 150mm Exhaust Fan(Ivory) The exhaust fans from Candes are lightweight and design but heavy on duty and durability. The fans are of international design. The fan are made of high grade rustproof plastic which are easy to clean and noiseless in operation. These fans are suitable for cabins, kitchens or bathrooms."
Household,3,Loop® Linens Kids Play Area Blue 3X6 Feet 3 Fold Mattress For Gaming Area/Kids Room/Padding Support Loop Linens Kids Play Area Blue 3X6 Feet 3 Fold Mattress For Gaming Area/ Kids Room/ Padding Support is must to save some precious space. Convert it to a mattress where kids can sleep comfortably or fold it & place over a shelf to free the space.
Clothing & Accessories,1,FOOTPRINTS Organic cotton Baby Boy Girls Kids Socks-12-30 Months - Pack of 8 Pairs -P3 Stripes & P5 Blue These Footprints socks are Made from pure organic cotton and ecofriendly fibers and colors . They are free from harmful chemicals and coloured dyes which may cause harm to super sensitive skin of your baby. Footprints socks are blended with ecofriendly fiber which does not allow bacteria to grow hence making them antibacterial. Key Features 1. Organic Cotton 2. AntiBacterial 3. Anti Microbial 4. Anti Allergic- No Skin rashes and irratation
Clothing & Accessories,1,"CHRONEX Ponytail Hair Bands Holders Elastic Rubber Bands Ties Accessories for Girls/Women A good hair bands tool, hold your hair tightly. Soft metal free elastic for won't hurt your hair. 3 Thicknesses for better hold on different styles. Easy to carry in purse or workout bag so you can change looks instantly. Tie hair without worrying about hair slippage, Large quantity to meet your family needs."
Books,0,"The Republic: Translated With Notes, an Interpretive Essay, and a New Introduction by Raymond Larson (Gildan Media Audio Classic) About the Author Plato (428 BC - 347 BC) was a philosopher in Classical Greece and the founder of the Academy in Athens, the first institution of higher learning in the Western world."
Electronics,2,SellZone Replacement Keyboard for HP Pavilion G6-2000/G6-2100/697452-001/699497-001/AER36701212 SellZone Replacement Keyboard For HP Pavilion G6-2000/G6-2100/697452-001/699497-001/AER36701212
Electronics,2,Toshiba Canvio Basic 1TB A3 USB3.0 (Black)
Electronics,2,"Apple iPad(6th Gen) Tablet (9.7 inch, 32GB, Wi-Fi + 4G LTE), Space Grey Size name:32GB                                                                                 |                            Style name:Wi-Fi + 4G LTE                                                                                 |                            Colour:Space Grey   Apple iPad(6th Gen) Tablet (9.7 inch, 32GB, Wi-Fi + 4G LTE ), Space Grey"
Household,3,"Lovely Arts Collection Hand Embroidered Cotton Thread Skeins for Craft Projects, Multicolour (Pack of 25) -LAC97 Package includes 25 skeins, two each of 12 colors. Each skein is 8 yards long. This quality embroidery floss can be used in a multitude of craft projects, including needlecraft, friendship bracelets, stringing beads, and more. Non-toxic."
Household,3,ORPAT HEATER 1220 FAN HEATER 21 CMS
Clothing & Accessories,1,"Kabello Travel and Party Wear Cowboy Hats for Men and Boys, Pack of 1 Fedora Hat / Fedora Caps / Trilby Hats For Men & Women Trilby-style fedora hat for your little gangster Classic-style fedora fitted for a youngster's head Modern narrow brim with downturned front Select from a variety of cool designs! Fedoras have been a fashion staple for over100 years. Recreate or just tip a hat to the past with our classic, timeless fedora. Perfect for dances, plays, musicals, and theater performances. Classic vintage looking fedoras for men and women."
Books,0,BANKARON KE LIYE LEKHANKAN AVM VIT JAIIB
Electronics,2,"Abro ABS39 Colour Spray Paint (400ml, Glossy Black) Colour:GlossyBlack   This high quality spray paint gives glossy finish and dries very quickly. The product can be used on all kinds of metal surfaces such as vehicles, machines, and apparatus."
Electronics,2,"HP 15 Intel Core i7 8th Gen 15.6-inch Thin and Light Laptop (8GB/1TB HDD/DOS/4GB Graphics/Sparkling Black/1.86 kg), bu107tx Power through your day with a stylish laptop created to keep you connected, and on top of everyday tasks. With reliable performance and long lasting battery life - you can easily surf, stream and stay in touch with what matters most."
Household,3,"Floral Tape Green ( Set of 3 Rolls ) Floral Tape, Green , 3 Pcs, 1/2Inch"
Electronics,2,"HP 678 Tri-color Ink Cartridge Colour:Tri-Color   In case of HP inks, the coverage lasts until the HP ink is depleted or the warranty ends date has been reached, whichever occurs first. Each HP ink cartridge, printhead and related supply is warranted to be free from defects in materials and workmanship during the period of the warranty. This warranty pertains to any HP ink cartridge when used in its designated hp or authorised original equipment manufacturer (oem) printing device."
Clothing & Accessories,1,"Mitushi Products Boy's Swim Shorts MONKEY SWIM SHORT FOR BOYS:QUICK DRY MATERIAL: ELASTICATED WAISTBAND & STRING CLOSURE :BLACK BACK :BEST FOR WATER PARKS AS WELL AS BEACHES. MADE IN INDIA,MANUFACTURED BY BEST IN CLASS FINISHING & STITCHING MACHINES TO GIVE IT LONG LIFE : MORE THAN 30 DESIGNS LIVE ONLINE"
Electronics,2,"Rawpockets 'Keep Moving Forward' Laptop Decals (PVC Vinyl, 2.88 cm x 3.38 cm, Black) Rawpockets offers great collections of laptop Vinyl decal stickers made for any macbook, iPad, iPhone, PC and other metal finish laptops or any smooth surface you wish to apply it. Our decal stickers are made with 100 percent removable vinyl. They are easy to apply and and will leave no residue on your laptop when you remove them. Use one of these vinyl stickers on and show your emotions."
Clothing & Accessories,1,"WYO Women's Camouflage Army Solid Plain Top T-Shirt Look smart and trendy by wearing this T-shirt, adorned with camouflage print."
Books,0,Systematic Approach To Indirect Taxation - Including GST & Customs (CMA INTER)
Clothing & Accessories,1,"Fameza Money Saving Wire Headband for Girls Women (Multicolor) (Assorted Color) (Pack of 4) A good hair bands tool, hold your hair tightly. Soft metal free elastic for won't hurt your hair. 3 Thicknesses for better hold on different styles. Easy to carry in purse or workout bag so you can change looks instantly. Tie hair without worrying about hair slippage, Large quantity to meet your family needs."
Household,3,Royaloak Sydney Coffee Table (Walnut) This coffee table from Royal Oak has a sleek look and elegant design that easily complements a variety of sofa sets. It can be used to create a cosy corner on your porch with a couple of garden chairs or as a centre table in the living room.
Books,0,The Second Jim Corbett Omnibus: My India Jungle Lore Tree Tops 
Books,0,"English Language Book for B.Sc Nursing/Staff Nurse Entrance Exams English Language Book for Staff Nurse and B.Sc Nursing Entrance Exams. Contains complete syllabus,plenty of questions to practice. This book is also suited for most competitive Exams at 10th, 10+2 and Graduation level. A must buy for success"
Household,3,"VelKro New Product Folding Chair for Camping, Beach, Picnic Folding Camping Chair. Ideal for Camping, Festivals, Beach days, BBQ's and more! So lightweight, that it's easily carried in the colour coded carry case. Super strong and sturdy tubular steel frame with durable canvas-style material. This really is a fantastically well made product."
Clothing & Accessories,1,"BLINKIN Yoga,Gym and Active Sports Fitness Black Capri Tights for Women|Girls (06) (XX-Large) Blinkin yoga , gym and active sports fitness Black Capri tights For Women(4 sizes M,L , XL and XXL).A black track pants. This is the latest fashion trend for the modern women. It is highly elastic material that gives you a slim body hugging fit.You can wear it on every occasions be it you Gym Classes or yoga Classes or evening casual walk. Tags# ripped leggings ; criss cross legging ; Gym Leggings ;yoga leggings ;black lower;joggers capri"
Electronics,2,"All-New Kindle Paperwhite (10th gen) - 6"" High Resolution Display with Built-in Light, 8GB, Waterproof, WiFi"
Electronics,2,"VeeDee Bluetooth FM Transmitter, T19 Radio Adapter Bluetooth Car Kit, 5V/3.1A Dual USB Ports Car Charger, Support TF Card + U Disk, Handsfree Calling"
Household,3,"HM Service Cane Sofa Set with Table,3+1+1 (Brown) Cane sofa set with table (Type - 3 Sitter + 2 No. Single Chair + 1 Center Table) sofa set cushion size (L x B x H) inches : sofa couch : length : 62"" breath : 19"" height : 35"" chair : length : 24.5"" breath : 19"" height : 35"" table : length : 32.5"" breath : 19.5"" height : 20.5"" features : looking, light weight, eco-friendly, and handicraft work of specialized rural artisans. Disclaimer - table glass not included (Breakable). The biggest advantage is that there is no maintenance and all you have to do is just polish it a little once in a while."
Household,3,"TerraCotta Journey Natural Shadu Mitti/Clay Powder Bag for Eco-Friendly Ganesha, Sculpture and Modeling, Jewellery Shadu Clay Powder, Natural & Original Clay This clay for craft is extremely versatile with its air drying properties and can be used in jewelry making, arts & crafts projects, school & college model making projects & sculptures"
Clothing & Accessories,1,"CAMEY Men's Sports Socks (White, Black, Grey, Navy, Free Size) Pack of 4"
Electronics,2,"Dell 24 inch (60.96 cm) Ultra Thin Bezel LED Monitor - WUXGA, IPS Panel with, HDMI, Display, USB, Audio Out Ports - U2415 (Black/Silver) 24"" 1920 x 1200 IPS LED"
Household,3,"PHOBIS Candle Making Cotton Wick (5inch)- 100 Pieces Item Package Quantity:100   This wick is use for candle making like decorative ,gel and tea light candle. Thread is fully coated by wax , it is to burn and no smoke produce . This is eco friendly wick."
Books,0,"Earth: An Introduction to Physical Geology, Global Edition "
Clothing & Accessories,1,"ShopMozo Boy's Cotton Printed Nightwear A night suit for boys. The cotton fabric has been specially processed for smoothness. Beautiful print with very comfort fit. it for your kids or gift it to your loved ones. This garment has passed 10 checks including azo test, needle detector test and many more. Specially designed to make sure that your kid to look stylish beautiful and feel comfortable."
Household,3,Wood Embroidery Hoop 12in Wood Embroidery Hoop 12in
Clothing & Accessories,1,"POISON IVY Women's Casual Chiffon Layered Sleeveless Elegant High-Low Top If you are looking for a unique and trendy Western wear option, then you must pick this Trendy Shirt/top from POISON IVY. A must-have in your wardrobe, this regular-fit Shirt/Top is made from chiffon that makes it easy to maintain. This Shirt will be soft against the skin and will keep you at ease. Pair it with matching Jeans/ Jeggings/ Trousers & sandals to get complimented for your classy choice."
Electronics,2,"Lapcare Hp Pavilion G4 G6 G7 G32 G42 G56 G62 G72 Series Laptop Battery (Black) Lapcare offers a wide range of li-ion quality laptop batteries that are tuv, rohs and ce certified. They are backed by a full 12 month replacement warranty. 100 percent compatible with specified model, these batteries also conform to the required specifications. Lapcare batteries are tested for safety, longer life and designed for high performance output. Lapcare high capacity batteries work trouble free seamlessly."
Electronics,2,Intex Assembled 218 Desktop With CPU Speed 2.93 GHz Processor (Black) This Intex assembled 218 CPU will be a perfect solution for your multimedia tasks. It comes with a DVD writer and a Wi-Fi device that has a speed of 300Mbps.
Electronics,2,"Phenovo 0.68mm Ultra-Thin Aluminum Alloy Web Camera Privacy Cover for Laptop, PC, Smartphones Description: - Protecting your digital life: Covers your webcam when not in use, and prevents web hackers from spying on you. It is perfect to provide privacy, security and peace of mind to individuals, groups, organizations, companies and government.Specification:Model: T1Material: Aluminum alloy Size: 18.5 x 9 x 0.7 mm / 0.72 x 0.35 x 0.027 inchesThickness: 0.68mmPackage Includes: 3 pieces webcam cover slider"
Electronics,2,"LAPMATE 18.5V 3.5A Laptop Adapter Charger for Compaq CQ35/CQ40/CQ42 Series (Black) Adapter for19v/3. 42a and out put: 65watts and compatible for toshiba c640 c650 c660 c800 c850 asus, hcl, intex, fujitsu, wipro, medion, nec."
Electronics,2,"Trucase Portable Car Air Purifier,Car Ionic Air Freshener Removes Cigarette Smoke, Bacteria, Odor Smell with 2.1A Dual USB Ports Car Charger for iPhone, Samsung and Android Devices (Black) High performance intelligent car air purifier removes bad smell and germs and cleans the air.It comes with Usb ports to charge your electrnoic devices on the go."
Clothing & Accessories,1,Amour Heart Design Sunglasses for Kids for 5-7 years with case { SKU17 } Amour believes in Fashionable Eyewear With Trendsetting Designs Based Upon Wearability And Elegance. Theses heart knot design sunglasses from Amour will ensure that your kids step out in style for Playtime. These sunglasses will not only protect their eyes from the harmful sunrays but it will also help them to make their own style statement.
Clothing & Accessories,1,Cherokee by Unlimited Girls' Regular Fit Skirt Cherokee apparel junior skirt. It is made of 95% cotton 5% spandex twill fabric with solid pattern.
Electronics,2,Asus PRIME A320M-K AM4 Motherboard Size name:Micro ATX                                                                                 |                            Style name:PRIME A320M-K   The motherboard combines brilliant performance with a smart design to provide a proper functioning and a smooth computing experience.
Household,3,"Surprise Bookshelf 4Stg Size:Standard                                                                                 |                            Color:Black   Spacious, heavy & durable. Perfect for stacking books, files and other items neatly and comfortably."
Clothing & Accessories,1,"Nite Flite Girls' I Believe in Unicorns Half Sleeve Cotton Pyjama Set If your princess says unicorns are real then she's right. Make her fantasy come alive with this straight-out-of-fairy tales unicorn all over doodle print pyjama set in pink. Half sleeve top with contrast grey piping on sleeves, pockets and collar to added aesthetics! 100% cotton fabric. Dual patch pockets for added comfort and aesthetics."
Clothing & Accessories,1,Cherokee by Unlimited Boys' Straight Regular Fit Trousers Cherokee kids beige trousers made of 100% cotton twill fabric.
Electronics,2,GAMDIAS Demeter E1-3200DPI Gaming Mouse with Mouse Pad Gamdias gaming mouse with mouse pad
Household,3,"Party Propz Swirls for Decorations, (Multicolour)"
Electronics,2,Dell MS116 1000DPI USB Wired Optical Mouse Progress lives at the intersection of technology and humanity. Our connected world is undergoing its latest digital transformation-changing industries and creating fundamental shifts in the way we work and live.
Clothing & Accessories,1,"Minor Mappillai Boys' Silk Clothing Set Minor Mappillai presents boys' silk clothing set which includes 1 silk shirt, 1 silk dhoti and 1 silk towel. This silk blue colour shirt is half sleeve and regular fit."
Books,0,41 Years (1978-2018) JEE Advanced (IIT-JEE) + 17 yrs JEE Main Topic-wise Solved Paper Chemistry 
Clothing & Accessories,1,"Nykaa Lips Don't Lie Liner (Chocolate Boy-10) Easy to line and fill with its high-precision tip, this lip pencil is packed with a velvety formula, which provides ample playtime to create a perfect long-lasting base for your lipstick. No feathering out of bounds & no smudging, flaunting luscious, naturally-voluminous pout all day long, is no lie with this baby!"
Clothing & Accessories,1,Kiddeo Boys Cotton Sleeveless T-Shirt - Pack of 5 Kids Printed Sleeveless T-Shirt for boys which Is Made Of 100 percent Cotton 170 gsm fabrics available In different Combos Which will make your kid to stand out from others
Household,3,"Lotus Herbals Ecostay Kajal, 1.2g The formula gives smooth-powdery intense color pay-off combined with excellent blendability and waterproof long lastingness."
Household,3,"eerafashionicing Light Gold Leaf Patches -20 Pieces for Craft Home Decor Designing Hobby Dresses (Light Golden) The embroidered patches good for cloth, jackets, vests, jeans, blouses, pants, t-shirts, skirts, hats, shoes. It can not only be a patch to repair your clothes, hats or more, but also can be a cool decoration. Fantastic decoration for you. Furthermore, the patches are easy to sew or iron on all sorts of fabric."
Electronics,2,"Kindle Oasis - 7"" High Resolution Display, Waterproof, 8 GB, WiFi"
Clothing & Accessories,1,"Analogue Men's Blue Dial Watch and Wayfarer Sunglasses Combo Set Durable & long lasting, very fashionable & stylish make a great gift pack to your loved ones. It has a leather band and comes with a blue-black dial."
Clothing & Accessories,1,"COMBO OF THREE REVO KIDS BELT - SCO2020 This is a Genuine Kids Three belt Combo , a Fashionable belt set for all Kids"
Electronics,2,"GIGABYTE GeForce GT 1030 GV-N1030D5-2GL Low Profile 2G Computer Graphics Card 64 bit Bus Width - Fan Cooler - OpenGL 4.5, DirectX 12 - 1 x HDMI - 1 x Total Number of DVI - PC - 2 x Monitors Supported"
Books,0,GMAT Official Guide 2018 Verbal Review: Book/Online (Old Edition) 
Household,3,"DeckUp Bei Bedside Table and End Table with Storage (Dark Wenge, Matte Finish) Color:Dark Wenge   This product is DeckUp Muvo Side End Matte Finish Table with Storage and Drawer (Dark Wenge)."
Clothing & Accessories,1,nauti nati Girls' Regular Fit Trousers Nautinati Black jegging.
Electronics,2,AmazonBasics 17.3-inch Laptop Bag (Black) Size name:17.3-Inch   AmazonBasics 17.3-inch Laptop Bag (Black)
Books,0,UGC NET/JRF Exam Solved Papers Psychology It is a book
Household,3,"Palio CJ8000 (H36-38, 2-Side Loop Type) Pips-in Table Tennis (Ping Pong) Rubber with Sponge (red, 2.2mm)"
Electronics,2,Lifestyles of the Laptop Cafe                                                                                                                                                                                                                                                                Import
Household,3,MBTC Three Seater Airport Visitor Waiting Chair (Set of 2) Frame Material : Mild Steel with Chrome FinishBase Material : Metal Style: Modern Three Seater Chair General Information & Features Color Silver Chrome Finish Chrome Suitable Room Office/Lounge Seat Shape Square Material Frame Material Mild Steel Seat Material Metal Dimensions & Shipping Max. Overall Height (cm) 108 cm Min. Overall Height (cm) 77 cm Overall Width (cm) 175 cm Overall Depth (cm) 65 cm Weight (kg) 29 kg Shipped In 2 Parts Assembly Type Knock down
Electronics,2,"Kores Easy Cut 872 Paper Shredder, Multicolor The Kores Easy Cut 872 is a powerful shredder perfect for heavy duty usage. It works continuously for 60 minutes and features a slider cover for machine power on. Cross cut type. Opening width - 220mm. Separate cd slot and pull out bin. Manual/auto reverse - auto. Overload and overheat protection. Overload and overheat indication. Switch functions - slide up/down to power on/off. Standby led indication and bin-full indicator. Caster wheels. Shred staples and shred's small paper clips and shred credit card. Auto start/stop."
Electronics,2,"Edimax EW-7811Un Wi-Fi USB Adapter (Black and Gold) Size:N150   Edimax EW-7811Un 150Mbps 11n Wi-Fi USB adapter, Nano size lets you plug it and forget it, ideal for Raspberry Pi, supports window."
Electronics,2,"Logitech 980-001276 Bluetooth Audio Receiver with USB (Black) Multi-point Bluetooth technology. Stream your favorite music from your smartphone or tablet to your speakers. Pair your Bluetooth enabled smartphone and tablet with a convenient, one-push pairing button. Easily connect most computer speakers, home stereo systems or AV receivers via the 3.5mm or RCA inputs. Enjoy the convenience of automatic re-pairing. Stream and control your music with a reliable connection from up to 15 meters (50 feet)."
Books,0,"War and Peace About the Author Born to an aristocratic Russian family in 1828, he is best known for the novels War and Peace (1869) and Anna Karenina (1877), often qouted as pinnacles of realist fiction. He also wrote plays and numerous philosophical essays. Tolstoy also became a staunch advocate of Georgism, the economic philosophy of Henry George, which he incorporated into his writing, particularly Resurrection."
Clothing & Accessories,1,Gini & Jony Baby Boy's Slim Fit Trousers Gini and Jony boys woven plain trouser fixed waist and cotton casual wear.
Clothing & Accessories,1,"NammaBaby Infants Pajama Leggings with Booties - Set of 6 NammaBaby presents this cute booties leggings for your little one. Printed color footed leggings soft elastic waist. Made from soft fabric, this footed leggings will help keep your kid comfortable all day long.team up this bootie leggings with t-shirt to complete the look."
Clothing & Accessories,1,"BabyMoon Baby Photography Props Cap Crochet Clothing Made with Love this Adorable Dinosour Design Crochet Cap from Babymoon, is specially designed for the babies to wear. Best for Memorable Photoshoots, Photography, Baby Shower gifts & presents. It’s suitable for baby to wear on any occasion may be on Parties, Daily wear or Social Gathering. This attractive Baby Outfit is 100% brand New and is of high quality.  Package Includes: 1 Cap"
Household,3,"H M Services Bamboo Cane Rocking Chair (Brown) Rattan cane rocking chair and seat cushion handicraft, beautifully designed rocking chair used in art- loving households and establishments. Gives an aesthetic look and reflects the combination of traditional elegance and contemporary convenience. Features : looking, light weight, eco-friendly, and handicraft work of specialised rural artisans."
Household,3,Savers Choice 3 Door Wardrobe With Mirror A perfect wardrobe for your need. Warranty:- 24 months on manufacturing defect
Books,0,"The Genius of Birds About the Author Jennifer Ackerman has been writing about science, nature, and human biology for almost three decades. Her books include Sex Sleep Eat Drink Dream: A Day in the Life of Your Body; Chance in the House of Fate: A Natural History of Heredity; and Notes from the Shore. She is a contributor to National Geographic, The New York Times, and many other publications."
Electronics,2,"Zebronics Laptop Cooling Pad (Color May Vary) Zebronics is a IT & Gaming Peripherals, Sound systems, Mobile & Lifestyle Accessories & Surveillance Solutions brand with a mission to provide products which are Great on design, performance yet so easy on pocket."
Household,3,"Usha Striker High Speed 400 mm 3 Blade Pedestal Fan (White) High speed.auto thermal overload protection.powerful motor for high air , specially designed for indian weather conditions.jerk-proof and uniform oscillation.aerodynamically designed pp blades. compact style and powder coated guards.No of blades : 3, power consumption (in Watts) : 135, motor speed (In RPM) : 1900-2100 rpm, sweep (In mm) : 400 mm, air delivered : 100 cmm"
Household,3,"Valtos Melbourne Engineered Wood Coffee Table (Matte Finish, Wenge) Coffee table with storage made of engineered wood, a mind blowing cost is certain to supplement your living space."
Household,3,"Artworks: Meaning, Definition, Value Review ""Artworks offers a thorough, balanced, and incisive account of the important positions on this issue and makes an interesting and persuasive case for a position that is intuitively attractive."" --Anita Silvers, San Francisco University ""His book makes a valuable contribution to the ongoing debates and one can only admire Stecker's mastery of so many subtle points and arguments."" --Stein Haugom Olsen, Philosophical Review 				    	 					 About the Author Robert Stecker is Professor of Philosophy at Central Michigan University."
Electronics,2,"SanDisk Ultra Dual 64GB USB 3.0 OTG Pen Drive (Gold) Size name:64GB   The SanDisk Ultra Dual Drive m3.0 makes it easy to transfer content from your phone to your computer. With a micro-USB connector on one end and a USB 3.0 connector on the other, the drive lets you move content easily between your devices-from your AndroidTM smartphone or tablet to your laptop, PC or Mac computer1. The USB 3.0 connector is high-performance and backward-compatible with USB 2.0 ports. The SanDisk Memory Zone app2 for Android (available on Google Play) helps you manage your device's memory."
Clothing & Accessories,1,"Bold N Elegant Women's Faux Fur Fingerless Gloves (French Beige_Free Size) One size fits all, extended wrist length adds sophisticated style to your look. Soft feather faux rabbit fur construction provides great comfort and warmness.Great pair of gloves for the office, it will keep you warm while your fingers can still function conveniently in cold weather conditions. Can also be a good gift for your friends."
Household,3,"500pcs 12mm Rhombus Shape Glass Beads for DIY & Craft, Mosaic Art, Mosaic Making. Size:12 mm   *** Size *** 12 Millimeters (1.2 Centimeters) ***Quantity*** 500 pieces *** Colour *** Front Mirror & Back Side Green"
Clothing & Accessories,1,"Bonjour Girls' Tights Bonjour baby tight keeps your baby’s legs warm in the coldest weather. When the weather is cold outside, this tight prevents small toes and legs from freezing. Made with a mix soft brushed cotton & lycra, treated with a special antimicrobial treatment. These tights offer non bulky , bacteria free warmth. Made from stretchable and breathable fabrics, these can be worn with tees and dresses anytime. Contrast colour with attractive and pretty design make it stylish."
Electronics,2,Himalaya Wellness Pure Herbs Gokshura Men's Wellness - 60 Tablets Size:Pack of 1   Ingredients: Gokshura (Tribulus terrestris) fruit extract - 250 mg
Household,3,Bluewud Phelix Wall Decor Book Shelf/Wall Display Rack (3 Shelves) - Ideal for Gift. Size:3 Shelves                                                                                 |                            Color Name:Wenge   Bluewud Phelix Wall Decor Book Shelf/Wall Display Rack (3 Shelves)
Clothing & Accessories,1,Jockey Boys' Starred Regular Fit Cotton Vest
Household,3,"Royal Bharat Sleep N Dream Chair - 3 Step adjustible Wooden Folding Portable Chair/Relaxing Chair/Garden Chair/Outdoor Chair/Camping Chair with Teakwood Polish with Attractive Cotton Canvas Cloth Canvas fabric for comfortable seating. Unique folding mechanism. Unique design that allows you to easily change, wash the seating fabric as per your needs."
Books,0,"A Text Book on Production Engineering for UPSC, ESE, GATE, PSUs Exams "
Books,0,Distributed Operating Systems: Concepts and Design 
Electronics,2,Mi Original India Standard Charger 5V 2A Mi wall charger specifically designed for Mi Mobile devices.
Clothing & Accessories,1,"Wish Karo Baby Girls Party Wear Frock Long Dress DN (LFg1006sg) Your little angel will look classy when you dress her up in this frock dress from Wish Karo. This beautiful elegant baby girls frock dress is made up of soft net. It has satin and cotton lining and non pricky. Ideal for all party occasions, birthday, festives and gifting . Wish Karo has an excellent collection of baby girls party wear like gowns, long frocks, premium cotton dresses, ethnic lehenga - ghaghra cholis as well as silver jewellery and articles"
Clothing & Accessories,1,Vritraz Women And Girl Fashion Metal Stretchable Gold Plated Belly Chain Waist Luxuary Gift Belt Jewellery kamarband Waistband
Clothing & Accessories,1,"Rovars Boys Spandex Swimming Shorts Planning a trip to sunny beaches this summer? Better not forget to pack this colourful swim shorts from Rovars. Its enticing geometric design assures lots of attention from both the sexes, while its polyester spandex fabric promises stretchable comfort and a proper fit. Let your little boy have an enjoyable splashy time this summer wearing Rovars costume. These regular-fit costumes are not only visually appealing, but are comfortable to wear too. Boys will enjoy a great summer splash in the pool with this comfortable and trendy swimwear."
Books,0,Cipla Immuno Boosters 7+ Years - 360g (30 Count) Activkids immuno boosters by Cipla is a unique nutritional product for kids in a yummy choco-bite format that helps build Immunity. 1 choco-bite daily helps kids receive up to 100 percent RDA of important immunity nutrients.
Household,3,"Embroiderymaterial Pony Crochet Knitting Plastic Needles Set (Standard Size, Multicolour) - Pack of 5 These hooks are available in a pouch that consist 5 pieces of different sizes, each of length of 14cm. These hooks are perfect to use with wool, cotton or synthetic yarns to crochet garments, rugs, bags, hats, footwear, etc. The handle attached to the crochet hook allows firmer grip for constant use."
Books,0,On the Edge: My Story
Books,0,"Weir, Generic, 8-1/8"", Jacuzzi PMT"
Books,0,"2019 Chartered Financial Analyst (CFA) Level 1 Curriculum Note: This is PDF printed books and not imported ones. High quality printing and Smart sheet assured only from Havels Group. Free Question Bank can be downloaded from Booksgrab.com  The set includes 6 volumes of books covering entire 2019 Level I syllabus. Volume 1: Ethical and Professional standards, Quantitative Methods . Volume 2: Economics. Volume 3: Financial Reporting and Analysis. Volume 4: Corporate Finance and Portfolio Management. Volume 5: Equity and Fixed Income. Volume 6: Derivatives and Alternative Investments."
Clothing & Accessories,1,"IndiWeaves Girl's Cotton Printed Leggings-Pack of 5 IndiWeaves you high on fashion, easy on pocket, cotton rich leggings for kids and girls. Suitable for all weather climate, eco-friendly and skin friendly dyes used, as your skin. Made of cotton lycra blend and the waist band being elasticated, IndiWeaves leggings will give you the of comfort and fit."
Household,3,"Satyam Kraft moti (Off-White) (6 mm)1200 PCS Pearl, Crafts Artificial Pearl Beads for Beading DIY Jewellery Size:6 mm   Pep up your special occasion jewellery collection by designing your own stunning pearl accessories with plastic pearl beads. There is a hole in the centre of each sized pearl to thread a string through if needed. These pearls can be used for several other purposes as well."
Household,3,"Bharat Lifestyle Cosmo Plus Fabric L Shape Acacia Wood Sofa - 3 Seater + 2 Seater + 1 Corner Sofa (Black Grey) Bharat Lifestyle brings to you modern and comfortable sofa set for your living room. Bharat Lifestyle cosmo plus L-Shape Black Grey Fabric Sofa Set 3+2+C is made of acacia wood. It has an elegant design which enhances the interior decor of your living room. Designed in such a way, the sofa is comfortable to sit. this sofa today"
Books,0,Target VITEEE - Past 12 Years (2017-2006) Solved Papers + 10 Mock Tests 
Electronics,2,"Harjas 3 Port HDMI Switch This is a kind of high performance mini HDMI Switcher. It is compatible well for HD-DVD, SKY-STB, PS3, Xbox 360 and more, which has key-press-switching function. Mini size so it doesn't occupy much space or look messy. Avoid frequent plugging and unplugging of HDMI cables. No power needed. Support 1080p Full HD and 12-bit deep colour, retaining the crispy clear images. High performance up to 2.5 Gbps."
Household,3,SPA 100M Crystal Line String Thread Stretch Elastic Beading Cord Dichotomanthes 0.8M Description 100m crystal line string thread stretch elastic beading cord dichotomanthes 0.8mm
Household,3,Making Miniature Oriental Rugs and Carpets (Master Craftsmen) 
Household,3,"USHA Plastic Fiber Tower Fans (White and Black) This 100% copper motor for longer life 35W Warranty: 1 year Compact, sleek and attractive design for high air delivery fuse to auto-protect motor during thermal overloading Tubular centrifugal blower helps the fan sport a space-saving design."
