Category,label,Description
Books,0,Comprehensive Guide to SBI Bank PO Preliminary & Main Exam 
Electronics,2,Logitech F310 Gamepad - AP (PC USB Cable Connection) Play console ports with their native-style controller or adopt a more relaxed position while enjoying PC games. F310 is easy to set up and use with your favorite games thanks to XInput/DirectInput *—the two most common input standards.
Household,3,"Amazon Brand - Solimo XXXL Bean Bag Cover Without Beans (Brown) Size:XXXL   Solimo bean bag covers are made from leatherette fabric which is double-stitched with superior seam and tear strength. They are built to be durable, comfortable and are a great addition to the contemporary home. The covers come with a 1-year limited warranty against manufacturing defects."
Electronics,2,"Sony MP-CD1 Compact Pocket Size Mobile Projector (Black) Super-convenient portability & Compact and light weight premium aluminum design as Put on a show anywhere, anytime. 105 ANSI lumens/DLPR IntellibrightTM technology designed to intelligently manage image brightness & Power consumption. Short Throw- Display your content on a screen, up to 120” at a 11-foot throw distance"
Books,0,"Mysteries of Ancient Egypt About the Author Lorna Oakes is a lecturer in Egyptology at Birkbeck College, University of London. She also lectures on Ancient Egypt at the British Museum. Lucia Gahlin is an Egyptologist who has lectured at the Universities of Exeter, Warwick and Birkbeck College. She is also the co-author of Civilizations of the Ancient World."
Household,3,"Allin Exporters Ultrasonic Humidifier and Purifier Cool Mist with LED Light (2.4L, Pink)"
Household,3,Anchor Stitch Kit - Tweety A range of over 300 D-I-Y kits with easy to make embroidery designs on canvas. Anchor Stitch kits contain everything you need to help you make your own special embroidery creation. Happy crafting.
Clothing & Accessories,1,"Life Trading Fashionable Maroon Pu Leather Jacket for Womens and Girls New Stylish 'Life Trading' Biker Full Sleeves Jacket With Lots Of Stylish Zips From Chest To Arms Made From PU (Faux Leather) (Substitute Of Leather) Giving It Marvelous Look And Cost Effectiveness Slim Fit, Properly Stitched, Cool Classic Created Especially For Young Guns, Living Statement Of Luxury On Others, Comfortable Collar For Neck And With Warmness From Inside And Made In Proper Indian Size To Wear"
Household,3,"Eureka Forbes Aeroguard Fresh Car Air Purifier(Black) The air quality inside your car can be up to 5 times more polluted than outside air due to micro-particles dust, pollen, harmful gases, viruses and bacteria. Most air-conditioning systems are ineffective in keeping these pollutants out. Equipped with active shield the patented advanced multi-layered purification process eliminates sub - micron respirable particles, dust, fumes, VOCs, pollen and infection-carrying microbes (virus and bacteria) in the air making the air 99.9 percent pure and healthy always."
Clothing & Accessories,1,T2F Boy's Cotton Top and Bottom Pyjama Set - Pack of 10
Electronics,2,"Zebronics - Intel (i5 3.2ghz Desktop pc / 8GB Ram / 500GB Hard Disk/WiFi) Desktop PC Specifications:- Intel Core i5 650 3.2ghz processor Ram 8GB DDR3, 500GB Hard Disk drive, Without Dvd writer, Zebronics cabinet (Model as per availability) Wifi,"
Books,0,Master Test Series for AIIMS About the Author MHE.
Electronics,2,HP 245 G5 AMD A6 14-inch Laptop (4GB/500GB HDD/DOS/Black/2.76 kg) HP world leader in PCs helps equip you with a fully functional notebook ready to connect to all your peripherals and designed to fit the needs of business.
Clothing & Accessories,1,BODYCARE Pure Cotton Multi-Coloured Chhota Bheem Brief for Boys & Kids (964-Packof6) Bodycare brings collection of Chota Bheem Boys Brief pack of 6 with highly streachable easy to comfort & stylish designs with 100 % cotton fabric
Household,3,MBTC Cadbury Cafeteria/Bar Stool in Black Color:Black   Enjoy legendary drinking nights at home with the MBTC Bar Stool The MBTC's sleek solid frame places it a class above your everyday bar stool Pair it with any UL bar unit to create a classy corner to entertain at home Made of high grade upholstery leatherette
Electronics,2,"Lenovo Tab 3 710I Tablet (7 inch, 8GB, Wi-Fi + 3G + Voice Calling), Black 2MP primary camera and 0.3MP front facing camera,17.78 centimeters (7-inch) IPS capacitive touchscreen with 1024 x 600 pixels resolution,Android v5.1 Lollipop operating system with 1.3GHz MediaTek quad core processor, 1GB RAM, 8GB internal memory and single SIM,3450mAH lithium-ion battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase"
Electronics,2,"Quantum QHM8810 Keyboard with Mouse (Black) Ultra slim and long life due to scissor-key structure compact size for space saving key pressure:55g, comfortable feeling. Effectively reducing typing stress, release the arm muscle. Strain noiseless design achiever undisturbed working environment. Dimension: 462x180x20mm. Life-span of operation: 10,000,000 times Compatible with Windows 98/2000/ME/NT/XP/Vista/WIN7."
Household,3,Sunshine Creations Character Shaped Sofa for Baby Boys and Baby Girls (Blue) Color:Blue   Sunshine Creations Character Shaped Sofa. Comes in blue colour.
Clothing & Accessories,1,"Aadi Men's Synthetic Boots The product is durable built and has a detailed design, it is comfortable to wear and provides better grip."
Household,3,"Italica Furniture - Armchair and Table Combo - Indoor and Outdoor Furniture Set  (9408 & 9503, Brown, Set of 4 Chairs)"
Electronics,2,Lap Gadgets Replacement Keyboard with Frame for HP Laptops (Black) Description: Layout: US Letter: English Color: Black Condition: Brand New Warranty: 6 months Unit:1 pcs laptop keyboard packing: Bulk pack Remark: Tested to be 100% working properly. Compatible Models: HP Pavilion 15 15-n 15-e 15-g 15-r 15-r000 15-r030wm 15-r035TX 15-r036 15-r011dx 15-r110dx 15-r052nr 15-r053cl 15-r015dx 15-r017dx 15-r018dx 15-r024nr 15-r058no15-r059no 15-r063nr 15-r104ng 15-r102ng 15-R273ng 15-R179ng 15-r102ng 15-R134cl 15-R136wm 15-R137wm Series
Books,0,CAIIB Exam Study Material for Retail Banking -Hardcopy (1 Book) CAIIB Material Detail : Retail Banking- Objective (including 800 Qus. Ans.)
Books,0,"Flatland: A Romance of Many Dimensions (Tantor Unabridged Classics) About the Author Edwin A. Abbott (18381926) has been ranked as one of the leading scholars and theologians of the Victorian era and is perhaps best known as the author of the mathematical satire and religious allegory Flatland. Actor and musician James Langton, an AudioFile Earphones Award winner, has performed many voice-overs and narrated numerous audiobooks, including the international bestseller The Brotherhood of the Holy Shroud by Julia Navarro and The Demon's Lexicon by Sarah Rees Brennan."
Household,3,"Ebee 1312016 Study Table Size:Rectangle Shape   Its top made of engineer wood and its leg are made of iron. It is best suitable for study, laptop table and laptop rise."
Clothing & Accessories,1,"RC. ROYAL CLASS Full Length Soft Cotton Unisex Socks - Pack of 5 Pairs RC. ROYAL CLASS pure cotton socks for boys and girls in assorted colors, made from soft cotton yarn and spandex for stretch and elasticity. Very soft cotton socks for kids, from age group 1- 8 years. Do not iron or bleach. Hand wash only."
Household,3,"Sky Trends Flower Cycle Red White Flower Plastic Basket Cycle With Artificial Flower & Plant Showpiece Gift Set A fantastic gift to say you care, for a Birthday present or Anniversary gift, a special gift that will create a talking point.This eye catching decorative miniature rickshaw fabricated Vase with high quality materials. It is replica of the original rickshaw.These beautiful vase from the house of Sky Trends that will instantly enhance the visual appeal of your room.This is crafted by skilled craftsmen and it is designed for providing elegant and traditional look for home decor."
Books,0,An Introduction to Hindustani Classical Music 
Household,3,Electomania® 10Pcs Baby Drawer Cupboard Cabinet Door Drawers Lengthened Safety Lock
Clothing & Accessories,1,"FLEXIMAA Women's Cotton Hoodie FLEXIMAA Women's Cotton Plain Sweatshirt/Hoodies Full Sleeve with Zip & Kangaroo Pocket. Made from 100% cotton and is an essential every day item for every wardrobe. Colour may slightly vary according to camera settings. Please order after confirming your size measurements. Sizes : S, M, L, XL, XXL / Chest : 34, 36, 38, 40, 42 Inches / Length : 24, 25, 26, 27, 28 Inches. Our Brand : FLEXIMAA. A Product of Flexible Apparels."
Electronics,2,"Lenovo Tab4 10 Tablet (10.1 inch,16GB,Wi-Fi + 4G LTE) Slate Black Beautifully designed, powerfully built, the Tab 4 10 is the quintessential family This tab is25.654 centimeters (10.1 inch) HD IPS 10 point multi-touch capacitive touchscreen with 1280 x 800 pixels resolution."
Household,3,Usha Maxx Air Pedestal Fan (New Blue) Usha provides you an excellent metalic pedestal fan. Colour of this fan is new blue. It is designed by semi-transparent PP blades. Unique oil reservoir lubrication is used for better reliability and longer life.
Clothing & Accessories,1,"CHILDZONE Kids Brief/Boys Brief 100% Cotton, Outer Elastic, Pack of 6 It's a Multicoloured Cotton Briefs for Boys. Each pack contains 6 pieces. Note:The product Image colours might change depending on the stock."
Books,0,Rich Dad Poor Dad: What the Rich Teach Their Kids About Money - That the Poor and the Middle Class Do Not! 
Clothing & Accessories,1,"Krystle Unisex Imported Stylish Fashionable Cowboy Leather Fedora Hat Black Stylish Hat with elegant designs and hues designed with combination of great quality and fashion. Complete your diva look with this black coloured fedora hat  from Krystle. Made from high quality material, this hat will redefine your casual look and make you look all the more stylish"
Electronics,2,"Lenovo Tab M10 Tablet (10.1 inch, 32GB, Wi-Fi + 4G LTE), Slate Black The Lenovo Tab M10 is one impressive family multimedia entertainment tablet. An vibrant FHD screen and dual front speakers deliver immersive entertainment and it’s all packed into an extremely thin and light elegant profile. Powered by Qualcomm Snapdragon 450 Octa-core Processor and the latest Android Oreo (8.1) OS —this tablet is powerful to deliver some serious performance."
Household,3,Usha Duos Mist Air 400mm Table Fan (Purple) Aerodynamic PP blades for better air delivery with low noise Dual colour design with attractive and decorative style Jerk-free & uniform oscillation Soft hand tilting mechanism with dual options - knob & ratchet type mechanisms Fuse to auto-protect motor during thermal overloading 2 Years Standard Warranty
Clothing & Accessories,1,AD & AV Baby A-Line Midi Girls' Dress
Electronics,2,"JBL C200SI in-Ear Headphones with Mic (Mystic Blue) Colour:Mystic Blue   The new JBL C200SI is a dynamic, ultra-lightweight in-ear headphone. Its powerful 9mm drivers deliver the feel-it-in-your-bones bass response and legendary sound quality you expect from JBL. They’re feather-light for all-day comfort. An in-line microphone with universal remote control lets you talk and manage your calls on Android and iOS devices."
Books,0,GMAT Official Guide 2018: Book/Online (Old Edition) 
Household,3,"Rajasthani Ceramic 16 mm Ultrasonic Mist Maker Fogger Discs for Humidifier Parts This is 20 mm ultrasonic mist maker fogger ceramics discs with wire and sealing ring new î¦20mm ultrasonic mist maker fogger ceramics discs with wire and sealing ring diameter: 20mm thickness: 1.24 0.01mm frequency: 1.7mhz quantity: this mist disc can not be connected with power directly, it needs a separate driver ""circuit"" we are not responsible for any experiments done, burn, blast, broken disk ""due to experiments"" will not be replaced."
Clothing & Accessories,1,"Krystle Boy's Cotton Blended Dhoom-3 Hat (Black, Free Size) Available in a solid pattern, this bowler cap will complement a wide range of outfits. This cap is crafted from blended material. It is ideal for every occasion."
Books,0,CBSE NCERT Solutions - Biology for Class 12  for 2018 - 19 
Household,3,"Kenstar Cyclone-12 50-Litre Air Cooler (White) with Remote Product dimension: 645mm x 53mm x 915mm.Air throw distance: 45 feet, air delivery (m3/hr): 2550, capacity: 50 liters,air deflection: 4 way, no of speed: 3 and cooling area: 75 square meter.Very economical, consumes less power, cools room uniformly, faster and easy to install.Louvre movement: motorized (vertical), warranty: 1 year on product."
Books,0,The Database Book 
Electronics,2,"Maxell 108562 Brick Packs Size:1 Pack   The Maxell UR-90 Audio Cassette Tape is great for everyday recording. It has low noise surface which provides a suitable media for music and voice recording . The is 60 minutes of recording time or 30 minutes per side. This Cassette toe is ideal for personal and portable cassette players, includes protective case"
Household,3,Raj Expo Sheesham Wood Honey Finish Storage Console Table with 2 Drawer (90 x 35 x 75 cm) Color:Design 4   It is Sheesham wood honey finish storage console table with 2 drawer . It is of 90 x 35 x 75 cm .
Household,3,"Imported Pack 100 pcs Assorted Shape Alloy Pendant Charm-15010181MG Description: Mixed shape pendant charms Material: Alloy Color: Tibetan Silver Size: Approx. 0.31-1.18 inch / 8 -30 mm Hole Diameter: Approx. 1.5- 2.5mm Quantities: Approx. 100 pcs Note: Mixed styles, some styles probably be same,assorted sizes and random delivery Package Includes: Pack of APPROX . 100pcs Alloy Pendants Note: Please be reminded that due to lighting effects and monitor's brightness/contrast settings etc, the color tone of the website's photo and the actual item could be slightly different."
Electronics,2,"SCHARF Monte Berlin- The Whole Nine Fence Genuine Leather 15.6"" Expandable Laptop CarryCase AMB53BR"
Clothing & Accessories,1,Rupa Thermocot Boys' Plain Cotton Thermal Top
Household,3,"Amaco Pottery Clay Ceramic Low-fire White Art Clay No.25 (1kg) White Art Clay is an extremely plastic low fire clay that is ideal for wheelthrowing, handbuilding, and modeling. Its versatile nature makes it perfect for all skill levels. AMACO® glazes maturing at Cone 05 and decorating colors are recommended for decoration"
Electronics,2,"Lifestyle-You™ Space Bar Aluminium Monitor Stand with Keyboard Storage for Laptop MacBook and More (4 USB Ports Hub) The stand raises your monitor for maximum comfort, reducing eye and neck strain and promoting good posture to make working at your computer easier, getting the right screen and fixing the viewing distance might help reduce neck and shoulder pain. In addition to monitor, it can also be used as a laptop stand. Creates usable space beneath the stand and aluminium helps in better heat dissipation."
Clothing & Accessories,1,United Colors of Benetton Boy's Plain Regular Fit Shirt United Colors of Benetton boys shirt solid long sleeve regular collar basic linen shirt.
Books,0,Physics for Joint Entrance Examination JEE (Advanced) Electrostatics and Current Electricity 
Electronics,2,AmazonBasics Mini DisplayPort to HDMI Adapter - 3 Feet Style name:1 Pack                                                                                 |                            Size name:3 Feet   AmazonBasics Mini DisplayPort to HDMI Cable - 3 Feet
Books,0,SAT Essay Writing Guide with Sample Prompts: Volume 30 (Test Prep) 
Electronics,2,"LG 24 inch Borderless Monitor - Full HD, IPS Panel with VGA, HDMI, Audio in/Out Ports and in-Built Speakers - 24MP88HV (Silver/White) Full HD IPS display with narrow borders and inbuilt speaker, color calibrated and sRGB 99 percent."
Electronics,2,"Lenovo Tab M10 Tablet (10.1 inch, 32GB, Wi-Fi + 4G LTE), Slate Black The Lenovo Tab M10 is one impressive family multimedia entertainment tablet. An vibrant FHD screen and dual front speakers deliver immersive entertainment and it’s all packed into an extremely thin and light elegant profile. Powered by Qualcomm Snapdragon 450 Octa-core Processor and the latest Android Oreo (8.1) OS —this tablet is powerful to deliver some serious performance."
Books,0,Barron`s IELTS (Free 2 CDs) 
Clothing & Accessories,1,"Marvel Avengers Boys' Plain Regular Fit Cotton Long Sleeve Top Avengers kids boys full sleeve black color t-shirt, made of cotton ,causal wear/fusion wear ,hip length t-shirt"
Household,3,"Magna Homewares Bistro Metal Folding Outdoor, Indoor Table & Chairs Set If you are looking for Outdoor folding table & chairs set for your home, Cafeteria & Restaurant then here is solution, Magna Homewares Bistro Metal Folding Outdoor, Indoor Table & Chairs Set. Best Choice Products is proud to present this brand new 3 Piece Tulip Bistro Set. Made in India. Before buying check your need then proceed! Order Yours Today and use In Style! Click ""Add to Cart"" Now, While Supplies Last!"
Household,3,HomeTown Willy 3-Door Wardrobe (Walnut)
Books,0,PMT Theratrac Lumbar Traction Brace â€“ XXLarge(45-49â€?)
Clothing & Accessories,1,"Baby Grow Baby Boy's & Girl's Winter Cardigan Fleece Sweater Baby Grow Presents Warm Winter Sweater Cardigan Ideal For Cold Days In The Winter. Designed For ‚Â Versatile Wear, Pull Over Cute Designs Makes It Look Attractive."
Electronics,2,"Acer Aspire 3 Intel Celeron 15.6-inch FHD Laptop (4GB/500 GB HDD/Windows 10 Home/Obsidian Black/2.1 Kg), A315-33 Enjoy premium looks without the premium price with the Acer Aspire notebook (model A315-33), which features a beautiful exterior. It features a 15.6-inch high-def display giving you ample space for opening multiple windows and digital entertainment. It's powered by Intel Celeron Processor N3060 Enjoy smooth multitasking and excellent performance with 4GB installed RAM and 500 GB HDD with Integrated graphics."
Electronics,2,Philips SHE1405BK/94 In-Ear Headphone Headset With Mic - Black Speakers for dynamic bass and clear sound. In-line integrated mic and pick up button for convinient call.; Perfect in-ear seal blocks out external noise; Integrated microphone & call button; 3 interchangeable rubber ear caps for optimal fit in all ear; A 1.2m long cable that is ideal for outdoor use.
Electronics,2,COSMUS Polyester Navy Blue Laptop Backpack for (15.6 inch)
Electronics,2,"LG 24x Internal DVD Writer (Black and Grey) The LG Super-Multi internal DVD Rewriter features a 24x DVD write speed and a 48x write speed for CD-R. Designed for storage needs that demand consistency, the reads and writes in CD, DVD, DVD and DVD RAM formats giving you the option to choose the media best suited for each task."
Electronics,2,"Quantum QHM6056B Thin Client (Black) Sl, microphone - condenser type, cord length - 6 feet (1.6m), cable length - 6 feet (1.6m), connector - 3.5mm stereo plugx18."
Household,3,"Allin Exporters Ultrasonic Humidifier and Purifier Cool Mist with LED Light (2.4L, Pink)"
Clothing & Accessories,1,Yovi Empire Girl's Taffeta Silk Semi-Stitched Partywear Lehenga Choli (Blue_Orangekids_8 To 12 Years Age_Free Size)
Books,0,GATE 2018: Civil Engineering - Solved Papers (27 Years) 
Household,3,"Evok Magna Three Seater Recliner (Matte Finish, Dark Brown)"
Household,3,HomeTown Utsav Four-Door Wardrobe with Mirror (Wenge)
Electronics,2,"AmazonBasics Multi-Angle Portable Stand for Tablets, E-readers and Phones Colour:Black   AmazonBasics Multi-Angle Portable Stand for Tablets, E-Readers and Phones"
Clothing & Accessories,1,"Tex Homz Winter Gloves for Men and Boys Motorcycle Riding Hand Gloves Colour - Black Gloves for Men / Gloves for Boys / Winter Gloves for Men / Gloves for bike product description colour: black manufactured with fiber and cloth, .Tex Homz winter gloves are for bikers to protect from winter and dirt. stitching and durable product available. the color of the product may slightly vary from the image due to lightings and flashes used in photography."
Electronics,2,"Nokia 150 (Dual SIM, Black) Colour:Black   Primary camera with LED flash;696 centimeters (2.4-inch) QVGA display with 230 x 320 pixels resolution;Series 30+ operating system, 16MB RAM, 16MB internal memory expandable up to 32GB and dual SIM (2G+2G);1020mAH lithium-ion;1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase."
Clothing & Accessories,1,Biba Girls Anarkali Salwar Suit Set BIBA today is the most loved ethnic wear brand in the country. BIBA Girls products are available now.
Household,3,"ITOS365 Jewellery Box for Women Wooden Flip Flap Flower Design Handmade Gift, 8 inches Protect and preserve your valuables with this handcrafted wooden jewelry box. You always want to keep your best valuables precious jewelry safely. This wooden jewelry box is ideal for organizing your jewellery collection. This classical wooden jewelry storage case has been built from real wood and polished gold hardware. A stylish way to keep your jewelry organized. This wooden jewelry box has a curved, traditional design, rich brown finish."
Books,0,"Society Tea Instant Masala Tea Premix, 1kg Delicately spiced, perfectly blended and supremely convenient, this masala tea premix, is perfect for working professionals who'd love a quick pick me up, on the go. Simply add hot water to this premix and in a minute you could be enjoying a piping hot cuppa, Indian style."
Clothing & Accessories,1,Cherokee by Unlimited Boys' Regular Fit Shorts Cherokee apparel junior shorts. It is made of 100% cotton twill fabric with solid pattern.
Household,3,"Generic Dreamcatcher With Black Agate & Feather Charm Keyring - Black And Silver Description: 100% Brand New And High quality It is a good gift for your lover,family,friend and coworkers Beautiful and attractive,Make you charmer and elegant Material:Alloy,Black Agate Total Length: 18.5CM Ring Size: 2.3cm Package include: 1pc Keyring"
Household,3,"Asian Hobby Crafts Flower Making Foam Pollens (Assorted) - Pack of 10 Bunches/ 500 Pieces Color Name:assorted   Use these asianhobbycrafts artificial pollens to make your own set of artificial flowers more attractive. With our wide variety of designs and colors to choose from, you can select the bunch of pollens, which fit your requirement. Other essential flower making items like wired velvet leaves, floral tapes, stocking, duplex paper are also available in our catalogue."
Books,0,Fujifilm Instax Mini Monochrome Film (10 Sheets) Style name:Monochrome - 10 Sheets   This film is intended to add a further dimension of fun as far as photography is concerned. The monochrome film is available in a 10 exposure pack and produces 2 x 3-inch credit card-sized images in ISO 800.
Electronics,2,"GADGETS WRAP Deadpool Laptop Decal for 15.6 inch Laptop 15x10 This is the universal laptop decal, size 15 x 10 (inch), you will get the full size sticking decal, so you need to cut out the decal for your laptop size. No sides we prefer to apply, it will only stick to the flat surface no curves or bend are friendly to this skin. NOTE :- THIS IS A SKIN, NOT A CASE."
Household,3,"Cottage Furnish Bamboo Flower Basket, 5 X 5 X 3.5 Inches, Beige Basket made from bamboo slivers"
Books,0,"The 7 Laws of Clearing CA Final About the Author About the Author: Nitin Soni, the author of the best-seller The 7 Laws of Clearing CA Final is a commerce graduate from Delhi University. Soni enjoys reading, writing and public speaking and is passionate about traveling. He currently works for an Investment Bank in Gurgaon, New Delhi."
Electronics,2,"Sony MRW-S1 UHS-II SD Memory Card Reader (Black) The MRW-S1 memory card reader is the perfect solution to drastically improve workflow efficiency after shooting by quickly transferring large data from UHS-II SD cards, like SF-G series, to a PC."
Household,3,"Adorn India Aspen Three Seater Sofa Cum Bed (Brown and Beige) The new modern design sofa with a multicolor combination. This sofa will make your home look beautiful. The new tufted design sofa bed comes with multicolor cushion and bedding that is smooth and comfy. Easy click clack spring India mechanism unfolds the sofa into a bed in an instant with ease. This sofa is distinctively designed and manufactured using good quality raw material such as solid wood, high density foam and fiber, velvet and chrome legs and experienced manpower."
Books,0,The Consolation of Philosophy
Books,0,"CLAT Study Kit (Legal Reasoning, English, Logical Reasoning, Mathematics and Legal Awareness & General Knowledge) About the Author Deepu Krishna is Director of Admissions and Assistant Professor of Law at Auro University Surat, Gujarat. He had completed his LLM from JLU with a Gold medal. He worked with Career Launcher as Law Prep National Head and has been the youngest Associate Vice President of the Company. He has also been Guest Lecturer at various national law schools. He has also set up his own venture DK STuDs, to train students for CLAT and other law entrance examinations."
Electronics,2,"Micromax 54.61 cm (21.5) MM215FH76 Monitor Upgrade your computing experience with the Micromax 2156 MM215FH76 Monitor. This efficient monitor has a massive screen that provides you wide viewing angles. It comes equipped with a 1920 x 1080 HD resolution that delivers sharp picture quality and excellent visuals. The anti glare display provides your eyes the optimal comfort for viewing. Featuring a stand, the monitor can be tilted in any direction to suit your preferences."
Electronics,2,Seagate 1TB Backup Plus Slim (Black) USB 3.0 External Hard Drive for PC/Mac with 2 Months Free Adobe Photography Plan Color:Black                                                                                 |                            Capacity:1TB   1 TB PORTABLE SLIM HARD DRIVE USB 3.0
Electronics,2,Live Tech Advance 2750 DPI Sensor Vulcan Programmable RGB Gaming Mouse for PC/Laptop/Desktop
Books,0,"Tales of Ancient Egypt (Puffin Classics) Review The Puffin Classics series is a perfect marriage of the old and the new. Enjoy some of the best books from the past and find out why and how they inspired some of the best writers of the present. (Julia Eccleshare Lovereading4Kids) 				    	 					 About the Author Roger Lancelyn Green was born in 1918. He loved storytelling and was fascinated by traditional fairy tales, myths and legends from around the world. As well tales from ancient Egypt, his retellings include Greek and Norse legends, plus a retelling of Robin Hood. He died in 1987."
Electronics,2,Proffisy Replacement for HP Laserjet M1136 MFP Black CC388A / 88A Toner Cartridge (HP Laserjet M1136 MFP)
Books,0,"OCP Java SE 6 Programmer Practice Exams (Exam 310-065) (Certification Press) About the Author Bert Bates, SCJP, was a lead developer of the SCJP and SCWCD exams for Sun. He is the coauthor, with Kathy Sierra, of SCJP Sun Certified Programmer for Java 6 Study Guide. Kathy Sierra, SCJP, was a lead developer of the SCJP exam and the SCWCD exam. She was also a certified Sun Java instructor and is the founder of the world's largest Java certification website, javaranch.com."
Household,3,Unique360 Wix Out Door Four Seater Garden Patio Set 1+4 (4 Chairs And Table With Glass Set) -Its A unique Out door set With 4 chairs one Table -Material: Frame Of Wrought Iron And Rattan Weave -Care:Resistant To Both Sun And Rain -Color: Brown -Durability:Non- Breakable and Easy to handle Lightweight and durable Long Life and Eco -Friendly for Environment -Location :Furniture Chair Table Set For Living Room and Garden/Lawn
Household,3,"TerraCotta Journey Natural Shadu Clay This clay for craft is extremely versatile with its air drying properties and can be used in home made eco-friendly ganesha making, jewelry making, arts and crafts projects, school and college model making projects and sculptures."
Books,0,"A Handbook on Mechanical Engineering - Contains well Illustrated Formulae and Key Theory Concepts Review This book contains all the topics covered as mentioned. especially useful for non-mechanical guys like aero, civil, automobile graduates who are preparing for entrance exams under mechanical stream. But remember, in order to crack exams like gate, ies, psu, you need to work beyond this book. this book is just an introduction of topics. --By Lawrenzi Samuel on Oct 3, 2015"
Books,0,"Fortune Sunlite Refined Sunflower Oil, 1L Fortune Sunflower Oil is a light, healthy and nutritious cooking oil. Being rich in vitamins and consisting mainly of ployunsaturated fatty acids, it makes food easy to digest."
Books,0,Fujifilm Instax Mini Monochrome Film (10 Sheets) Style name:Monochrome - 10 Sheets   This film is intended to add a further dimension of fun as far as photography is concerned. The monochrome film is available in a 10 exposure pack and produces 2 x 3-inch credit card-sized images in ISO 800.
Clothing & Accessories,1,Nite Flite Girls' Dream Like A Unicorn Cotton Pyjama Set Make your little one look unapologetically cute in our cotton pj set from our unicorn collection! Features an easy-on-the-eye light grey top with a beautiful white and pink unicorn motif and 'Dream like a unicorn' graphic in black. Matching light pink pjs with cute unicorn doodles printed all over. Check out the same set for Women as well and you can buy a Mother-Daughter set! 100% cotton knit.
Electronics,2,"Bambalio BCC-2700 Paper/CD/Credit Card Cross Cut Shredder with 10 Sheet Capacity and 12 L Bin Features: Auto start/stop for convenient one hand operation shreds CD, DVD, credit card and staples sleek design special pull out basket built in handle for easy emptying of basket low noise high energy saving overload indicator specifications: Cut style - crosscut capacity - 10 sheets basket capacity - 12 litres shred size - 5 x 36 mm auto start/stop. After 3 minutes of usage it needs a rest time of 60 minutes."
Books,0,TARGET JEE Advanced 2019 (Solved Papers 2006 - 2018 + 5 Mock Tests Papers 1 & 2) 
Books,0,"The Secret About the Author Rhonda Byrne is the creator behind The Secret, a documentary film that swept the world in 2006, changing millions of lives and igniting a global movement. Later that same year, Rhonda’s book of The Secret was released. It has been translated into more than fifty languages and remains one of the longest-running bestsellers of this century. Rhonda has written three more bestselling books: The Power in 2010, The Magic in 2012 and Hero in 2013."
Electronics,2,"iBall Decor 9 Computer Multimedia Speakers The iBall Décor is one of the sturdiest and robust speakers in the segment. Designed to last, Décor is the best compatriot in your musical battles. It add colours to your workspace. The metallic front grill design makes sure that the speaker looks out of league.iBall Décor is powered by High quality Stereo speaker with USB making it one of the most convenient speakers. Also comes with a volume controller.The quality of music is enthralling and detailed to the core."
Electronics,2,"HP S700 120GB 2.5-inch Internal Solid State Drive - 4YH55PA HP SSD S700 series will help to protect and transfer your data files. The power consumption is less than 5mW under device sleep mode, which significantly saves system power consumption in standby status and achieves both speed and endurance. HP S700 series can help your laptop battery last longer. No moving parts within the SSD can keep your computer operating at a lower temperature and achieve nearly noiseless operation."
Books,0,Cambridge Advanced Learners Dictionary (CD-ROM) 
Books,0,Behtar Career Ka Chayan 
Electronics,2,Dell DW316 External USB Slim DVD R/W Optical Drive 429-AAUX DW316 Ext USB Optical Drive
Books,0,TNPSC Group 1 Preliminary Exam Q-Bank Previous Years Original Question Papers with Explanatory Answers
Clothing & Accessories,1,US Polo Girls' Skirt
Electronics,2,"ZOTAC GeForce GTX 1050 Ti mini ZT-P10510A-10L 4GB GDDR5 PCI Express Graphics Card Style name:1050 Ti Mini, 4GB   Turn your PC into a true gaming rig with the fast, powerful geforce GTX 1050 Ti. It's powered by NVIDIA Pascal - the most advanced GPU architecture ever created - and features innovative NVIDIA technologies to drive the latest games in their full glory in super compact solutions."
Electronics,2,"Sheen VGA Cable 15 Meter VGA cable( Computer ), A type 15pin male -A type 15PIN male. VGA video cable is used to connect a VGA or SVGA card or monitor to each other or to a data switch. Both ends are a high-density 3-row male 15-pin D-sub connector. Cable is made of 75ohms mini coax video wire, using individually shielded coaxial wire. This male VGA to male VGA cable is designed for connecting video card outputs to monitors directly · Most modern flat panel displays require this type of cable."
Books,0,Differential Calculus 
Electronics,2,SanDisk 128GB Class 10 microSDXC Memory Card with Adapter (SDSQUAR-128G-GN6MA) Size name:128 GB   Water proof
Electronics,2,"Raspberry Pi Model B RASP-PI-3 Motherboard Built on the latest Broadcom 2837 ARMv8 64bit processor the Raspberry Pi 3 model B is faster and more powerful than its predecessors. It has improved power management to support more powerful external USB devices and now comes with built-in wireless and Bluetooth connectivity. To take full advantage of the improved power management on the Raspberry Pi 3 and provide support for even more powerful devices on the USB ports, a 2.5A adapter is required. Made in the U.K. supplied under license by RS components."
